"epoch","ConvNext_Tiny_Base - _step","ConvNext_Tiny_Base - _step__MIN","ConvNext_Tiny_Base - _step__MAX","ConvNext_Tiny_Base - train_loss_epoch","ConvNext_Tiny_Base - train_loss_epoch__MIN","ConvNext_Tiny_Base - train_loss_epoch__MAX","ConvNext_Tiny_Base - val_loss_epoch","ConvNext_Tiny_Base - val_loss_epoch__MIN","ConvNext_Tiny_Base - val_loss_epoch__MAX"
"0","302.5","302","303","0.9901199340820312","0.9901199340820312","0.9901199340820312","0.38182681798934937","0.38182681798934937","0.38182681798934937"
"1","606.5","606","607","0.39067789912223816","0.39067789912223816","0.39067789912223816","0.38182681798934937","0.38182681798934937","0.38182681798934937"
"2","910.5","910","911","0.3904089033603668","0.3904089033603668","0.3904089033603668","0.40887850522994995","0.40887850522994995","0.40887850522994995"
"3","1214.5","1214","1215","0.39994657039642334","0.39994657039642334","0.39994657039642334","0.38182681798934937","0.38182681798934937","0.38182681798934937"
"4","1518.5","1518","1519","0.40457314252853394","0.40457314252853394","0.40457314252853394","0.47438669204711914","0.47438669204711914","0.47438669204711914"
"5","1822.5","1822","1823","0.398173063993454","0.398173063993454","0.398173063993454","0.39985397458076477","0.39985397458076477","0.39985397458076477"
"6","2126.5","2126","2127","0.39420756697654724","0.39420756697654724","0.39420756697654724","0.36920997500419617","0.36920997500419617","0.36920997500419617"
"7","2430.5","2430","2431","0.389199823141098","0.389199823141098","0.389199823141098","0.38182681798934937","0.38182681798934937","0.38182681798934937"
"8","2734.5","2734","2735","0.38797158002853394","0.38797158002853394","0.38797158002853394","0.38784316182136536","0.38784316182136536","0.38784316182136536"
"9","3038.5","3038","3039","0.3885825276374817","0.3885825276374817","0.3885825276374817","0.36920997500419617","0.36920997500419617","0.36920997500419617"
"10","3342.5","3342","3343","0.3838547170162201","0.3838547170162201","0.3838547170162201","0.36920997500419617","0.36920997500419617","0.36920997500419617"
"11","3646.5","3646","3647","0.3801891803741455","0.3801891803741455","0.3801891803741455","0.39985397458076477","0.39985397458076477","0.39985397458076477"
"12","3950.5","3950","3951","0.38126420974731445","0.38126420974731445","0.38126420974731445","0.39986127614974976","0.39986127614974976","0.39986127614974976"
"13","4254.5","4254","4255","0.3903696835041046","0.3903696835041046","0.3903696835041046","0.39985397458076477","0.39985397458076477","0.39985397458076477"
"14","4558.5","4558","4559","0.39534732699394226","0.39534732699394226","0.39534732699394226","0.43772634863853455","0.43772634863853455","0.43772634863853455"
"15","4862.5","4862","4863","0.3937434256076813","0.3937434256076813","0.3937434256076813","0.36920997500419617","0.36920997500419617","0.36920997500419617"
"16","5166.5","5166","5167","0.3892563581466675","0.3892563581466675","0.3892563581466675","0.38182681798934937","0.38182681798934937","0.38182681798934937"
"17","5470.5","5470","5471","0.3848704993724823","0.3848704993724823","0.3848704993724823","0.38182681798934937","0.38182681798934937","0.38182681798934937"
"18","5774.5","5774","5775","0.3667799234390259","0.3667799234390259","0.3667799234390259","0.36920997500419617","0.36920997500419617","0.36920997500419617"
"19","6078.5","6078","6079","0.3671528398990631","0.3671528398990631","0.3671528398990631","0.38182681798934937","0.38182681798934937","0.38182681798934937"
"20","6382.5","6382","6383","0.3666869103908539","0.3666869103908539","0.3666869103908539","0.36920997500419617","0.36920997500419617","0.36920997500419617"
"21","6686.5","6686","6687","0.36775922775268555","0.36775922775268555","0.36775922775268555","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"22","6990.5","6990","6991","0.3678695559501648","0.3678695559501648","0.3678695559501648","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"23","7294.5","7294","7295","0.367807537317276","0.367807537317276","0.367807537317276","0.36920997500419617","0.36920997500419617","0.36920997500419617"
"24","7598.5","7598","7599","0.36631396412849426","0.36631396412849426","0.36631396412849426","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"25","7902.5","7902","7903","0.3674245774745941","0.3674245774745941","0.3674245774745941","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"26","8206.5","8206","8207","0.36749204993247986","0.36749204993247986","0.36749204993247986","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"27","8510.5","8510","8511","0.36716562509536743","0.36716562509536743","0.36716562509536743","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"28","8814.5","8814","8815","0.36869746446609497","0.36869746446609497","0.36869746446609497","0.36920997500419617","0.36920997500419617","0.36920997500419617"
"29","9118.5","9118","9119","0.3658124804496765","0.3658124804496765","0.3658124804496765","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"30","9422.5","9422","9423","0.3655863404273987","0.3655863404273987","0.3655863404273987","0.36920997500419617","0.36920997500419617","0.36920997500419617"
"31","9726.5","9726","9727","0.3658826947212219","0.3658826947212219","0.3658826947212219","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"32","10030.5","10030","10031","0.36612066626548767","0.36612066626548767","0.36612066626548767","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"33","10334.5","10334","10335","0.3661297857761383","0.3661297857761383","0.3661297857761383","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"34","10638.5","10638","10639","0.36544501781463623","0.36544501781463623","0.36544501781463623","0.36920997500419617","0.36920997500419617","0.36920997500419617"
"35","10942.5","10942","10943","0.3667835593223572","0.3667835593223572","0.3667835593223572","0.36912238597869873","0.36912238597869873","0.36912238597869873"
"36","11246.5","11246","11247","0.36560821533203125","0.36560821533203125","0.36560821533203125","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"37","11550.5","11550","11551","0.3662802278995514","0.3662802278995514","0.3662802278995514","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"38","11854.5","11854","11855","0.36695224046707153","0.36695224046707153","0.36695224046707153","0.36920997500419617","0.36920997500419617","0.36920997500419617"
"39","12158.5","12158","12159","0.3659036457538605","0.3659036457538605","0.3659036457538605","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"40","12462.5","12462","12463","0.3657851219177246","0.3657851219177246","0.3657851219177246","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"41","12766.5","12766","12767","0.36544957756996155","0.36544957756996155","0.36544957756996155","0.36920997500419617","0.36920997500419617","0.36920997500419617"
"42","13070.5","13070","13071","0.3662537932395935","0.3662537932395935","0.3662537932395935","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"43","13374.5","13374","13375","0.3662802278995514","0.3662802278995514","0.3662802278995514","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"44","13678.5","13678","13679","0.3658772110939026","0.3658772110939026","0.3658772110939026","0.36920997500419617","0.36920997500419617","0.36920997500419617"
"45","13982.5","13982","13983","0.36566200852394104","0.36566200852394104","0.36566200852394104","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"46","14286.5","14286","14287","0.36592555046081543","0.36592555046081543","0.36592555046081543","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"47","14590.5","14590","14591","0.36549243330955505","0.36549243330955505","0.36549243330955505","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"48","14894.5","14894","14895","0.36562007665634155","0.36562007665634155","0.36562007665634155","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"49","15198.5","15198","15199","0.36605775356292725","0.36605775356292725","0.36605775356292725","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"50","15502.5","15502","15503","0.36653828620910645","0.36653828620910645","0.36653828620910645","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"51","15806.5","15806","15807","0.3652453124523163","0.3652453124523163","0.3652453124523163","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"52","16110.5","16110","16111","0.36600303649902344","0.36600303649902344","0.36600303649902344","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"53","16414.5","16414","16415","0.3663185238838196","0.3663185238838196","0.3663185238838196","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"54","16718.5","16718","16719","0.3650711476802826","0.3650711476802826","0.3650711476802826","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"55","17022.5","17022","17023","0.36575138568878174","0.36575138568878174","0.36575138568878174","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"56","17326.5","17326","17327","0.36507025361061096","0.36507025361061096","0.36507025361061096","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"57","17630.5","17630","17631","0.36534106731414795","0.36534106731414795","0.36534106731414795","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"58","17934.5","17934","17935","0.3653501868247986","0.3653501868247986","0.3653501868247986","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"59","18238.5","18238","18239","0.3651331663131714","0.3651331663131714","0.3651331663131714","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"60","18542.5","18542","18543","0.3668811321258545","0.3668811321258545","0.3668811321258545","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"61","18846.5","18846","18847","0.3659975826740265","0.3659975826740265","0.3659975826740265","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"62","19150.5","19150","19151","0.3656383156776428","0.3656383156776428","0.3656383156776428","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"63","19454.5","19454","19455","0.366110622882843","0.366110622882843","0.366110622882843","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"64","19758.5","19758","19759","0.36508211493492126","0.36508211493492126","0.36508211493492126","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"65","20062.5","20062","20063","0.3666832745075226","0.3666832745075226","0.3666832745075226","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"66","20366.5","20366","20367","0.3654550313949585","0.3654550313949585","0.3654550313949585","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"67","20670.5","20670","20671","0.3661361634731293","0.3661361634731293","0.3661361634731293","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"68","20974.5","20974","20975","0.3665200471878052","0.3665200471878052","0.3665200471878052","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"69","21278.5","21278","21279","0.366303026676178","0.366303026676178","0.366303026676178","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"70","21582.5","21582","21583","0.36631307005882263","0.36631307005882263","0.36631307005882263","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"71","21886.5","21886","21887","0.3664315938949585","0.3664315938949585","0.3664315938949585","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"72","22190.5","22190","22191","0.366652250289917","0.366652250289917","0.366652250289917","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"73","22494.5","22494","22495","0.3660431504249573","0.3660431504249573","0.3660431504249573","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"74","22798.5","22798","22799","0.36570852994918823","0.36570852994918823","0.36570852994918823","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"75","23102.5","23102","23103","0.3662802278995514","0.3662802278995514","0.3662802278995514","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"76","23406.5","23406","23407","0.36610880494117737","0.36610880494117737","0.36610880494117737","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"77","23710.5","23710","23711","0.3657960593700409","0.3657960593700409","0.3657960593700409","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"78","24014.5","24014","24015","0.3661525845527649","0.3661525845527649","0.3661525845527649","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"79","24318.5","24318","24319","0.3669130504131317","0.3669130504131317","0.3669130504131317","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"80","24622.5","24622","24623","0.3655170500278473","0.3655170500278473","0.3655170500278473","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"81","24926.5","24926","24927","0.36609697341918945","0.36609697341918945","0.36609697341918945","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"82","25230.5","25230","25231","0.36626654863357544","0.36626654863357544","0.36626654863357544","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"83","25534.5","25534","25535","0.3660878539085388","0.3660878539085388","0.3660878539085388","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"84","25838.5","25838","25839","0.36614346504211426","0.36614346504211426","0.36614346504211426","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"85","26142.5","26142","26143","0.36683645844459534","0.36683645844459534","0.36683645844459534","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"86","26446.5","26446","26447","0.3661717176437378","0.3661717176437378","0.3661717176437378","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"87","26750.5","26750","26751","0.36589545011520386","0.36589545011520386","0.36589545011520386","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"88","27054.5","27054","27055","0.36688658595085144","0.36688658595085144","0.36688658595085144","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"89","27358.5","27358","27359","0.365683913230896","0.365683913230896","0.365683913230896","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"90","27662.5","27662","27663","0.3656538128852844","0.3656538128852844","0.3656538128852844","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"91","27966.5","27966","27967","0.3659619987010956","0.3659619987010956","0.3659619987010956","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"92","28270.5","28270","28271","0.36565473675727844","0.36565473675727844","0.36565473675727844","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"93","28574.5","28574","28575","0.3654814660549164","0.3654814660549164","0.3654814660549164","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"94","28878.5","28878","28879","0.36602309346199036","0.36602309346199036","0.36602309346199036","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"95","29182.5","29182","29183","0.36546140909194946","0.36546140909194946","0.36546140909194946","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"96","29486.5","29486","29487","0.36526355147361755","0.36526355147361755","0.36526355147361755","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"97","29790.5","29790","29791","0.36631762981414795","0.36631762981414795","0.36631762981414795","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"98","30094.5","30094","30095","0.36598116159439087","0.36598116159439087","0.36598116159439087","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"99","30398.5","30398","30399","0.36636048555374146","0.36636048555374146","0.36636048555374146","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"100","30702.5","30702","30703","0.3660860061645508","0.3660860061645508","0.3660860061645508","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"101","31006.5","31006","31007","0.36625927686691284","0.36625927686691284","0.36625927686691284","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"102","31310.5","31310","31311","0.3673306703567505","0.3673306703567505","0.3673306703567505","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"103","31614.5","31614","31615","0.36639878153800964","0.36639878153800964","0.36639878153800964","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"104","31918.5","31918","31919","0.36565837264060974","0.36565837264060974","0.36565837264060974","0.37161216139793396","0.37161216139793396","0.37161216139793396"
"105","32222.5","32222","32223","0.36674070358276367","0.36674070358276367","0.36674070358276367","0.37161216139793396","0.37161216139793396","0.37161216139793396"