"epoch","MLP_Dend_Base - _step","MLP_Dend_Base - _step__MIN","MLP_Dend_Base - _step__MAX","MLP_Dend_Base - train_loss_epoch","MLP_Dend_Base - train_loss_epoch__MIN","MLP_Dend_Base - train_loss_epoch__MAX","MLP_Dend_Base - val_loss_epoch","MLP_Dend_Base - val_loss_epoch__MIN","MLP_Dend_Base - val_loss_epoch__MAX"
"164","50158.5","50158","50159","0.015825601294636726","0.015825601294636726","0.015825601294636726","0.00507447449490428","0.00507447449490428","0.00507447449490428"
"165","50462.5","50462","50463","0.014996754005551338","0.014996754005551338","0.014996754005551338","0.007367114536464214","0.007367114536464214","0.007367114536464214"
"166","50766.5","50766","50767","0.014731413684785366","0.014731413684785366","0.014731413684785366","0.006563960108906031","0.006563960108906031","0.006563960108906031"
"167","51070.5","51070","51071","0.014733237214386463","0.014733237214386463","0.014733237214386463","0.003285630838945508","0.003285630838945508","0.003285630838945508"
"168","51374.5","51374","51375","0.015109820291399956","0.015109820291399956","0.015109820291399956","0.005928738508373499","0.005928738508373499","0.005928738508373499"
"169","51678.5","51678","51679","0.015543847344815731","0.015543847344815731","0.015543847344815731","0.004943049047142267","0.004943049047142267","0.004943049047142267"
"170","51982.5","51982","51983","0.014951162971556187","0.014951162971556187","0.014951162971556187","0.003833235939964652","0.003833235939964652","0.003833235939964652"
"171","52286.5","52286","52287","0.014040251262485981","0.014040251262485981","0.014040251262485981","0.005176694132387638","0.005176694132387638","0.005176694132387638"
"172","52590.5","52590","52591","0.014818036928772926","0.014818036928772926","0.014818036928772926","0.006030958145856857","0.006030958145856857","0.006030958145856857"
"173","52894.5","52894","52895","0.014536282978951931","0.014536282978951931","0.014536282978951931","0.00642523355782032","0.00642523355782032","0.00642523355782032"
"174","53198.5","53198","53199","0.014766974374651909","0.014766974374651909","0.014766974374651909","0.005899532698094845","0.005899532698094845","0.005899532698094845"
"175","53502.5","53502","53503","0.01491468958556652","0.01491468958556652","0.01491468958556652","0.005527161061763763","0.005527161061763763","0.005527161061763763"
"176","53806.5","53806","53807","0.015010431408882141","0.015010431408882141","0.015010431408882141","0.005388434510678053","0.005388434510678053","0.005388434510678053"
"177","54110.5","54110","54111","0.015399780124425888","0.015399780124425888","0.015399780124425888","0.004870035219937563","0.004870035219937563","0.004870035219937563"
"178","54414.5","54414","54415","0.014526253566145897","0.014526253566145897","0.014526253566145897","0.005330023355782032","0.005330023355782032","0.005330023355782032"
"179","54718.5","54718","54719","0.014128698036074638","0.014128698036074638","0.014128698036074638","0.004855432081967592","0.004855432081967592","0.004855432081967592"
"180","55022.5","55022","55023","0.01566147245466709","0.01566147245466709","0.01566147245466709","0.0045852805487811565","0.0045852805487811565","0.0045852805487811565"
"181","55326.5","55326","55327","0.014510752633213997","0.014510752633213997","0.014510752633213997","0.00503796711564064","0.00503796711564064","0.00503796711564064"
"182","55630.5","55630","55631","0.01527759525924921","0.01527759525924921","0.01527759525924921","0.004417348187416792","0.004417348187416792","0.004417348187416792"
"183","55934.5","55934","55935","0.01435027178376913","0.01435027178376913","0.01435027178376913","0.0036214953288435936","0.0036214953288435936","0.0036214953288435936"
"184","56238.5","56238","56239","0.016252335160970688","0.016252335160970688","0.016252335160970688","0.005381133407354355","0.005381133407354355","0.005381133407354355"
"185","56542.5","56542","56543","0.014323828741908073","0.014323828741908073","0.014323828741908073","0.006512850522994995","0.006512850522994995","0.006512850522994995"
"186","56846.5","56846","56847","0.014340241439640522","0.014340241439640522","0.014340241439640522","0.005870326887816191","0.005870326887816191","0.005870326887816191"
"187","57150.5","57150","57151","0.013974600471556187","0.013974600471556187","0.013974600471556187","0.004855432081967592","0.004855432081967592","0.004855432081967592"
"188","57454.5","57454","57455","0.014699500054121017","0.014699500054121017","0.014699500054121017","0.006293808575719595","0.006293808575719595","0.006293808575719595"
"189","57758.5","57758","57759","0.015887605026364326","0.015887605026364326","0.015887605026364326","0.005629380699247122","0.005629380699247122","0.005629380699247122"
"190","58062.5","58062","58063","0.014972134493291378","0.014972134493291378","0.014972134493291378","0.007140771020203829","0.007140771020203829","0.007140771020203829"
"191","58366.5","58366","58367","0.014867275021970272","0.014867275021970272","0.014867275021970272","0.004636390134692192","0.004636390134692192","0.004636390134692192"
"192","58670.5","58670","58671","0.014531724154949188","0.014531724154949188","0.014531724154949188","0.004030373878777027","0.004030373878777027","0.004030373878777027"
"193","58974.5","58974","58975","0.015796422958374023","0.015796422958374023","0.015796422958374023","0.0050087617710232735","0.0050087617710232735","0.0050087617710232735"
"194","59278.5","59278","59279","0.015924077481031418","0.015924077481031418","0.015924077481031418","0.0052862148731946945","0.0052862148731946945","0.0052862148731946945"
"195","59582.5","59582","59583","0.0146794393658638","0.0146794393658638","0.0146794393658638","0.006198890041559935","0.006198890041559935","0.006198890041559935"
"196","59886.5","59886","59887","0.016044437885284424","0.016044437885284424","0.016044437885284424","0.009849591180682182","0.009849591180682182","0.009849591180682182"
"197","60190.5","60190","60191","0.014523517340421677","0.014523517340421677","0.014523517340421677","0.004176401998847723","0.004176401998847723","0.004176401998847723"
"198","60494.5","60494","60495","0.014231733977794647","0.014231733977794647","0.014231733977794647","0.0030592873226851225","0.0030592873226851225","0.0030592873226851225"
"199","60798.5","60798","60799","0.015458136796951294","0.015458136796951294","0.015458136796951294","0.004271320067346096","0.004271320067346096","0.004271320067346096"
"200","61102.5","61102","61103","0.015222885645925999","0.015222885645925999","0.015222885645925999","0.004716705530881882","0.004716705530881882","0.004716705530881882"
"201","61406.5","61406","61407","0.01534962933510542","0.01534962933510542","0.01534962933510542","0.005154789891093969","0.005154789891093969","0.005154789891093969"
"202","61710.5","61710","61711","0.013602576218545437","0.013602576218545437","0.013602576218545437","0.008243282325565815","0.008243282325565815","0.008243282325565815"
"203","62014.5","62014","62015","0.014700411818921566","0.014700411818921566","0.014700411818921566","0.006030958145856857","0.006030958145856857","0.006030958145856857"
"204","62318.5","62318","62319","0.014463337138295174","0.014463337138295174","0.014463337138295174","0.0050160628743469715","0.0050160628743469715","0.0050160628743469715"
"205","62622.5","62622","62623","0.014772445894777775","0.014772445894777775","0.014772445894777775","0.006921729072928429","0.006921729072928429","0.006921729072928429"
"206","62926.5","62926","62927","0.015480020083487034","0.015480020083487034","0.015480020083487034","0.004964953288435936","0.004964953288435936","0.004964953288435936"
"207","63230.5","63230","63231","0.015038697980344296","0.015038697980344296","0.015038697980344296","0.0053738318383693695","0.0053738318383693695","0.0053738318383693695"
"208","63534.5","63534","63535","0.015406162478029728","0.015406162478029728","0.015406162478029728","0.004636390134692192","0.004636390134692192","0.004636390134692192"
"209","63838.5","63838","63839","0.01530221477150917","0.01530221477150917","0.01530221477150917","0.004198306240141392","0.004198306240141392","0.004198306240141392"
"210","64142.5","64142","64143","0.015639590099453926","0.015639590099453926","0.015639590099453926","0.0040449765510857105","0.0040449765510857105","0.0040449765510857105"
"211","64446.5","64446","64447","0.0155164934694767","0.0155164934694767","0.0155164934694767","0.006366822402924299","0.006366822402924299","0.006366822402924299"
"212","64750.5","64750","64751","0.014797976240515709","0.014797976240515709","0.014797976240515709","0.005899532698094845","0.005899532698094845","0.005899532698094845"
"213","65054.5","65054","65055","0.015304950065910816","0.015304950065910816","0.015304950065910816","0.0037018107250332832","0.0037018107250332832","0.0037018107250332832"
"214","65358.5","65358","65359","0.015142645686864853","0.015142645686864853","0.015142645686864853","0.0048335278406739235","0.0048335278406739235","0.0048335278406739235"
"215","65662.5","65662","65663","0.01474417932331562","0.01474417932331562","0.01474417932331562","0.004906542133539915","0.004906542133539915","0.004906542133539915"
"216","65966.5","65966","65967","0.014283708296716213","0.014283708296716213","0.014283708296716213","0.007644567638635635","0.007644567638635635","0.007644567638635635"
"217","66270.5","66270","66271","0.014416834339499474","0.014416834339499474","0.014416834339499474","0.004972254857420921","0.004972254857420921","0.004972254857420921"
"218","66574.5","66574","66575","0.015004959888756275","0.015004959888756275","0.015004959888756275","0.003504672786220908","0.003504672786220908","0.003504672786220908"
"219","66878.5","66878","66879","0.014988547191023827","0.014988547191023827","0.014988547191023827","0.004307826980948448","0.004307826980948448","0.004307826980948448"
"220","67182.5","67182","67183","0.014534459449350834","0.014534459449350834","0.014534459449350834","0.0037894274573773146","0.0037894274573773146","0.0037894274573773146"
"221","67486.5","67486","67487","0.017099417746067047","0.017099417746067047","0.017099417746067047","0.0042859227396547794","0.0042859227396547794","0.0042859227396547794"
"222","67790.5","67790","67791","0.014957545325160027","0.014957545325160027","0.014957545325160027","0.005315420683473349","0.005315420683473349","0.005315420683473349"
"223","68094.5","68094","68095","0.015100701712071896","0.015100701712071896","0.015100701712071896","0.006045560818165541","0.006045560818165541","0.006045560818165541"
"224","68398.5","68398","68399","0.014685822650790215","0.014685822650790215","0.014685822650790215","0.003577686846256256","0.003577686846256256","0.003577686846256256"
"225","68702.5","68702","68703","0.015208296477794647","0.015208296477794647","0.015208296477794647","0.003161506960168481","0.003161506960168481","0.003161506960168481"
"226","69006.5","69006","69007","0.015263006091117859","0.015263006091117859","0.015263006091117859","0.004848130978643894","0.004848130978643894","0.004848130978643894"
"227","69310.5","69310","69311","0.01329346839338541","0.01329346839338541","0.01329346839338541","0.0049211448058485985","0.0049211448058485985","0.0049211448058485985"
"228","69614.5","69614","69615","0.015149939805269241","0.015149939805269241","0.015149939805269241","0.0055563668720424175","0.0055563668720424175","0.0055563668720424175"
"229","69918.5","69918","69919","0.015510110184550285","0.015510110184550285","0.015510110184550285","0.0036214953288435936","0.0036214953288435936","0.0036214953288435936"
"230","70222.5","70222","70223","0.014354830607771873","0.014354830607771873","0.014354830607771873","0.004096086602658033","0.004096086602658033","0.004096086602658033"
"231","70526.5","70526","70527","0.01534233521670103","0.01534233521670103","0.01534233521670103","0.005359229166060686","0.005359229166060686","0.005359229166060686"
"232","70830.5","70830","70831","0.014517134986817837","0.014517134986817837","0.014517134986817837","0.004461156670004129","0.004461156670004129","0.004461156670004129"
"233","71134.5","71134","71135","0.014799799770116806","0.014799799770116806","0.014799799770116806","0.003234521020203829","0.003234521020203829","0.003234521020203829"
"234","71438.5","71438","71439","0.015014990232884884","0.015014990232884884","0.015014990232884884","0.004848130978643894","0.004848130978643894","0.004848130978643894"
"235","71742.5","71742","71743","0.014022015035152435","0.014022015035152435","0.014022015035152435","0.00430052587762475","0.00430052587762475","0.00430052587762475"
"236","72046.5","72046","72047","0.01436303649097681","0.01436303649097681","0.01436303649097681","0.005059871356934309","0.005059871356934309","0.005059871356934309"
"237","72350.5","72350","72351","0.014864539727568626","0.014864539727568626","0.014864539727568626","0.004935747478157282","0.004935747478157282","0.004935747478157282"
"238","72654.5","72654","72655","0.014687646180391312","0.014687646180391312","0.014687646180391312","0.004541472066193819","0.004541472066193819","0.004541472066193819"
"239","72958.5","72958","72959","0.01619580201804638","0.01619580201804638","0.01619580201804638","0.006834112107753754","0.006834112107753754","0.006834112107753754"
"240","73262.5","73262","73263","0.015335951931774616","0.015335951931774616","0.015335951931774616","0.004782418254762888","0.004782418254762888","0.004782418254762888"
"241","73566.5","73566","73567","0.014891894534230232","0.014891894534230232","0.014891894534230232","0.0037894274573773146","0.0037894274573773146","0.0037894274573773146"
"242","73870.5","73870","73871","0.014425952918827534","0.014425952918827534","0.014425952918827534","0.004731308203190565","0.004731308203190565","0.004731308203190565"
"243","74174.5","74174","74175","0.015137175098061562","0.015137175098061562","0.015137175098061562","0.004877336323261261","0.004877336323261261","0.004877336323261261"
"244","74478.5","74478","74479","0.013692846521735191","0.013692846521735191","0.013692846521735191","0.004848130978643894","0.004848130978643894","0.004848130978643894"
"245","74782.5","74782","74783","0.013636314310133457","0.013636314310133457","0.013636314310133457","0.007126168347895145","0.007126168347895145","0.007126168347895145"
"246","75086.5","75086","75087","0.013858798891305923","0.013858798891305923","0.013858798891305923","0.0038040303625166416","0.0038040303625166416","0.0038040303625166416"
"247","75390.5","75390","75391","0.015593086369335651","0.015593086369335651","0.015593086369335651","0.004709404427558184","0.004709404427558184","0.004709404427558184"
"248","75694.5","75694","75695","0.015180029906332493","0.015180029906332493","0.015180029906332493","0.004906542133539915","0.004906542133539915","0.004906542133539915"
"249","75998.5","75998","75999","0.01446516066789627","0.01446516066789627","0.01446516066789627","0.004986857529729605","0.004986857529729605","0.004986857529729605"
"250","76302.5","76302","76303","0.014905571937561035","0.014905571937561035","0.014905571937561035","0.004745911341160536","0.004745911341160536","0.004745911341160536"
"251","76606.5","76606","76607","0.01390074286609888","0.01390074286609888","0.01390074286609888","0.004096086602658033","0.004096086602658033","0.004096086602658033"
"252","76910.5","76910","76911","0.014528988860547543","0.014528988860547543","0.014528988860547543","0.008155666291713715","0.008155666291713715","0.008155666291713715"
"253","77214.5","77214","77215","0.01389162428677082","0.01389162428677082","0.01389162428677082","0.004665595944970846","0.004665595944970846","0.004665595944970846"
"254","77518.5","77518","77519","0.014448747970163822","0.014448747970163822","0.014448747970163822","0.004256717395037413","0.004256717395037413","0.004256717395037413"
"255","77822.5","77822","77823","0.01427003089338541","0.01427003089338541","0.01427003089338541","0.007885513827204704","0.007885513827204704","0.007885513827204704"
"256","78126.5","78126","78127","0.015311332419514656","0.015311332419514656","0.015311332419514656","0.005235105287283659","0.005235105287283659","0.005235105287283659"
"257","78430.5","78430","78431","0.014661203138530254","0.014661203138530254","0.014661203138530254","0.002978971926495433","0.002978971926495433","0.002978971926495433"
"258","78734.5","78734","78735","0.014054840430617332","0.014054840430617332","0.014054840430617332","0.004322430118918419","0.004322430118918419","0.004322430118918419"
"259","79038.5","79038","79039","0.01390712521970272","0.01390712521970272","0.01390712521970272","0.0043443338945508","0.0043443338945508","0.0043443338945508"
"260","79342.5","79342","79343","0.014485221356153488","0.014485221356153488","0.014485221356153488","0.005227803718298674","0.005227803718298674","0.005227803718298674"
"261","79646.5","79646","79647","0.015031402930617332","0.015031402930617332","0.015031402930617332","0.005972546525299549","0.005972546525299549","0.005972546525299549"
"262","79950.5","79950","79951","0.015063316561281681","0.015063316561281681","0.015063316561281681","0.005388434510678053","0.005388434510678053","0.005388434510678053"
"263","80254.5","80254","80255","0.015019549056887627","0.015019549056887627","0.015019549056887627","0.006118574645370245","0.006118574645370245","0.006118574645370245"
"264","80558.5","80558","80559","0.01490010041743517","0.01490010041743517","0.01490010041743517","0.005863025784492493","0.005863025784492493","0.005863025784492493"
"265","80862.5","80862","80863","0.015111643821001053","0.015111643821001053","0.015111643821001053","0.006534754764288664","0.006534754764288664","0.006534754764288664"
"266","81166.5","81166","81167","0.015052375383675098","0.015052375383675098","0.015052375383675098","0.005490654148161411","0.005490654148161411","0.005490654148161411"
"267","81470.5","81470","81471","0.01501134317368269","0.01501134317368269","0.01501134317368269","0.0038843457587063313","0.0038843457587063313","0.0038843457587063313"
"268","81774.5","81774","81775","0.015563908033072948","0.015563908033072948","0.015563908033072948","0.0046509928070008755","0.0046509928070008755","0.0046509928070008755"
"269","82078.5","82078","82079","0.015983346849679947","0.015983346849679947","0.015983346849679947","0.006958235986530781","0.006958235986530781","0.006958235986530781"
"270","82382.5","82382","82383","0.014993106946349144","0.014993106946349144","0.014993106946349144","0.005782710388302803","0.005782710388302803","0.005782710388302803"
"271","82686.5","82686","82687","0.014745091088116169","0.014745091088116169","0.014745091088116169","0.0045560747385025024","0.0045560747385025024","0.0045560747385025024"
"272","82990.5","82990","82991","0.014593727886676788","0.014593727886676788","0.014593727886676788","0.005804614629596472","0.005804614629596472","0.005804614629596472"
"273","83294.5","83294","83295","0.015025932341814041","0.015025932341814041","0.015025932341814041","0.004665595944970846","0.004665595944970846","0.004665595944970846"
"274","83598.5","83598","83599","0.016804898157715797","0.016804898157715797","0.016804898157715797","0.0054687499068677425","0.0054687499068677425","0.0054687499068677425"
"275","83902.5","83902","83903","0.013236023485660553","0.013236023485660553","0.013236023485660553","0.004475759342312813","0.004475759342312813","0.004475759342312813"
"276","84206.5","84206","84207","0.014525341801345348","0.014525341801345348","0.014525341801345348","0.007169976830482483","0.007169976830482483","0.007169976830482483"
"277","84510.5","84510","84511","0.01531224511563778","0.01531224511563778","0.01531224511563778","0.007286799140274525","0.007286799140274525","0.007286799140274525"
"278","84814.5","84814","84815","0.014538106508553028","0.014538106508553028","0.014538106508553028","0.005308119114488363","0.005308119114488363","0.005308119114488363"
"279","85118.5","85118","85119","0.015045992098748684","0.015045992098748684","0.015045992098748684","0.004943049047142267","0.004943049047142267","0.004943049047142267"
"280","85422.5","85422","85423","0.01701279543340206","0.01701279543340206","0.01701279543340206","0.005395736079663038","0.005395736079663038","0.005395736079663038"
"281","85726.5","85726","85727","0.015948697924613953","0.015948697924613953","0.015948697924613953","0.007600759156048298","0.007600759156048298","0.007600759156048298"
"282","86030.5","86030","86031","0.015070611611008644","0.015070611611008644","0.015070611611008644","0.005388434510678053","0.005388434510678053","0.005388434510678053"
"283","86334.5","86334","86335","0.015038697980344296","0.015038697980344296","0.015038697980344296","0.004373539704829454","0.004373539704829454","0.004373539704829454"
"284","86638.5","86638","86639","0.015005872584879398","0.015005872584879398","0.015005872584879398","0.005534462630748749","0.005534462630748749","0.005534462630748749"
"285","86942.5","86942","86943","0.014315621927380562","0.014315621927380562","0.014315621927380562","0.004461156670004129","0.004461156670004129","0.004461156670004129"
"286","87246.5","87246","87247","0.015118937939405441","0.015118937939405441","0.015118937939405441","0.004264018498361111","0.004264018498361111","0.004264018498361111"
"287","87550.5","87550","87551","0.014377625659108162","0.014377625659108162","0.014377625659108162","0.004979555960744619","0.004979555960744619","0.004979555960744619"
"288","87854.5","87854","87855","0.013443918898701668","0.013443918898701668","0.013443918898701668","0.0057096960954368114","0.0057096960954368114","0.0057096960954368114"
"289","88158.5","88158","88159","0.014801624231040478","0.014801624231040478","0.014801624231040478","0.006140478886663914","0.006140478886663914","0.006140478886663914"
"290","88462.5","88462","88463","0.015183677896857262","0.015183677896857262","0.015183677896857262","0.004848130978643894","0.004848130978643894","0.004848130978643894"
"291","88766.5","88766","88767","0.014548136852681637","0.014548136852681637","0.014548136852681637","0.005972546525299549","0.005972546525299549","0.005972546525299549"
"292","89070.5","89070","89071","0.014732325449585915","0.014732325449585915","0.014732325449585915","0.005943341180682182","0.005943341180682182","0.005943341180682182"
"293","89374.5","89374","89375","0.013486774638295174","0.013486774638295174","0.013486774638295174","0.0045560747385025024","0.0045560747385025024","0.0045560747385025024"
"294","89678.5","89678","89679","0.015031402930617332","0.015031402930617332","0.015031402930617332","0.004592581652104855","0.004592581652104855","0.004592581652104855"
"295","89982.5","89982","89983","0.01481621339917183","0.01481621339917183","0.01481621339917183","0.010141647420823574","0.010141647420823574","0.010141647420823574"
"296","90286.5","90286","90287","0.01568153314292431","0.01568153314292431","0.01568153314292431","0.004081483464688063","0.004081483464688063","0.004081483464688063"
"297","90590.5","90590","90591","0.015595821663737297","0.015595821663737297","0.015595821663737297","0.005841121543198824","0.005841121543198824","0.005841121543198824"
"298","90894.5","90894","90895","0.0146949402987957","0.0146949402987957","0.0146949402987957","0.003979263827204704","0.003979263827204704","0.003979263827204704"
"299","91198.5","91198","91199","0.015196443535387516","0.015196443535387516","0.015196443535387516","0.00590683426707983","0.00590683426707983","0.00590683426707983"
"300","91502.5","91502","91503","0.015297655947506428","0.015297655947506428","0.015297655947506428","0.003358644898980856","0.003358644898980856","0.003358644898980856"
"301","91806.5","91806","91807","0.014715912751853466","0.014715912751853466","0.014715912751853466","0.004183703102171421","0.004183703102171421","0.004183703102171421"
"302","92110.5","92110","92111","0.015819218009710312","0.015819218009710312","0.015819218009710312","0.005833819974213839","0.005833819974213839","0.005833819974213839"
"303","92414.5","92414","92415","0.015437164343893528","0.015437164343893528","0.015437164343893528","0.008564544841647148","0.008564544841647148","0.008564544841647148"
"304","92718.5","92718","92719","0.015363306738436222","0.015363306738436222","0.015363306738436222","0.005870326887816191","0.005870326887816191","0.005870326887816191"
"305","93022.5","93022","93023","0.013532365672290325","0.013532365672290325","0.013532365672290325","0.005570969544351101","0.005570969544351101","0.005570969544351101"
"306","93326.5","93326","93327","0.014349359087646008","0.014349359087646008","0.014349359087646008","0.005863025784492493","0.005863025784492493","0.005863025784492493"
"307","93630.5","93630","93631","0.01533959899097681","0.01533959899097681","0.01533959899097681","0.0051985979080200195","0.0051985979080200195","0.0051985979080200195"
"308","93934.5","93934","93935","0.015047815628349781","0.015047815628349781","0.015047815628349781","0.004001168068498373","0.004001168068498373","0.004001168068498373"
"309","94238.5","94238","94239","0.014611052349209785","0.014611052349209785","0.014611052349209785","0.004687500186264515","0.004687500186264515","0.004687500186264515"
"310","94542.5","94542","94543","0.014266383834183216","0.014266383834183216","0.014266383834183216","0.008082651533186436","0.008082651533186436","0.008082651533186436"
"311","94846.5","94846","94847","0.01542987022548914","0.01542987022548914","0.01542987022548914","0.005052570253610611","0.005052570253610611","0.005052570253610611"
"312","95150.5","95150","95151","0.016338957473635674","0.016338957473635674","0.016338957473635674","0.0050963787361979485","0.0050963787361979485","0.0050963787361979485"
"313","95454.5","95454","95455","0.015622264705598354","0.015622264705598354","0.015622264705598354","0.0056439838372170925","0.0056439838372170925","0.0056439838372170925"
"314","95758.5","95758","95759","0.014763327315449715","0.014763327315449715","0.014763327315449715","0.004621787462383509","0.004621787462383509","0.004621787462383509"
"315","96062.5","96062","96063","0.014288267120718956","0.014288267120718956","0.014288267120718956","0.00620619161054492","0.00620619161054492","0.00620619161054492"
"316","96366.5","96366","96367","0.015408897772431374","0.015408897772431374","0.015408897772431374","0.004096086602658033","0.004096086602658033","0.004096086602658033"
"317","96670.5","96670","96671","0.014807094819843769","0.014807094819843769","0.014807094819843769","0.003738317871466279","0.003738317871466279","0.003738317871466279"
"318","96974.5","96974","96975","0.015583967790007591","0.015583967790007591","0.015583967790007591","0.00503796711564064","0.00503796711564064","0.00503796711564064"
"319","97278.5","97278","97279","0.014569109305739403","0.014569109305739403","0.014569109305739403","0.004169100429862738","0.004169100429862738","0.004169100429862738"
"320","97582.5","97582","97583","0.014153317548334599","0.014153317548334599","0.014153317548334599","0.0042275115847587585","0.0042275115847587585","0.0042275115847587585"
"321","97886.5","97886","97887","0.01677754521369934","0.01677754521369934","0.01677754521369934","0.009674357250332832","0.009674357250332832","0.009674357250332832"
"322","98190.5","98190","98191","0.01485359761863947","0.01485359761863947","0.01485359761863947","0.003417056053876877","0.003417056053876877","0.003417056053876877"
"323","98494.5","98494","98495","0.01509796641767025","0.01509796641767025","0.01509796641767025","0.004008469637483358","0.004008469637483358","0.004008469637483358"
"324","98798.5","98798","98799","0.014932926744222641","0.014932926744222641","0.014932926744222641","0.008308995515108109","0.008308995515108109","0.008308995515108109"
"325","99102.5","99102","99103","0.01476606260985136","0.01476606260985136","0.01476606260985136","0.004351635463535786","0.004351635463535786","0.004351635463535786"
"326","99406.5","99406","99407","0.014798888005316257","0.014798888005316257","0.014798888005316257","0.005695093423128128","0.005695093423128128","0.005695093423128128"
"327","99710.5","99710","99711","0.016241392120718956","0.016241392120718956","0.016241392120718956","0.003709112061187625","0.003709112061187625","0.003709112061187625"